"Permalink,""Name"",""Description"",""Meta Title"",""Meta Description"",""Width"",""Length"",""Height"",""Brand"",""Barcode"",""Categories"",""Images"",""Digital"",""Featured"",""Status"",""SKU"",""Weight"",""Stock"",""Stock Unlimited"",""Price"",""Variant Image"",""Variant 1 Option Name"",""Variant 1 Option Type"",""Variant 1 Option Value"",""Google Product Category"""
"caqui,""Caqui"","""",""Caqui"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5049834/caqui.jpg?1588343470"",""NO"",""NO"",""available"",""CAQ001"",""1.0"",""0"",""YES"",""1990.0"","""","""","""","""","""","""","""","""""
"espinaca,""Espinaca"","""",""Espinaca"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Verduras"",""https://images.jumpseller.com/store/veyi1/5049837/espinaca.jpg?1588343457"",""NO"",""YES"",""available"",""ESP001"",""1.0"",""0"",""YES"",""2000.0"","""","""","""","""","""","""","""","""""
"huevos-blancos,""Huevos Blancos"","""",""Huevos Blancos"","""",""0.0"",""0.0"",""0.0"",""30 unid."","""",""Alimentos"",""https://images.jumpseller.com/store/veyi1/5049838/huevos-blancos.jpg?1588343451"",""NO"",""NO"",""available"",""HUE001"",""1.8"",""0"",""YES"",""5200.0"","""","""","""","""","""","""","""","""""
"limon-sutil,""Limón Sutil"","""",""Limón Sutil"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5049840/lim_n-sutil.jpg?1587747994"",""NO"",""NO"",""available"",""LIM003"",""1.0"",""0"",""YES"",""2990.0"","""","""","""","""","""","""","""","""""
"mandarina,""Mandarina"","""",""Mandarina"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5049842/mandarina.jpg?1588343434"",""NO"",""NO"",""available"",""MAN004"",""1.0"",""0"",""NO"",""1500.0"","""","""","""","""","""","""","""","""""
"membrillo,""Membrillo"","""",""Membrillo"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5049845/membrillo.jpg?1588343430"",""NO"",""NO"",""available"",""MEM001"",""1.0"",""0"",""YES"",""1690.0"","""","""","""","""","""","""","""","""""
"naranja-promo,""Naranja Promo"","""",""Naranja Promo"","""",""0.0"",""0.0"",""0.0"",""3 Kgs."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5049848/naranja-promo.jpg?1588343425"",""NO"",""NO"",""disabled"",""NAR002"",""1.0"",""0"",""YES"",""7200.0"","""","""","""","""","""","""","""","""""
"pepino-dulce,""Pepino Dulce"","""",""Pepino Dulce"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5049849/pepino-dulce.jpg?1588343422"",""NO"",""NO"",""available"",""PEP002"",""1.0"",""0"",""YES"",""1990.0"","""","""","""","""","""","""","""","""""
"repollo,""Repollo"","""",""Repollo"","""",""0.0"",""0.0"",""0.0"",""1 unid."","""",""Verduras"",""https://images.jumpseller.com/store/veyi1/5049853/repollo.jpg?1588343419"",""NO"",""NO"",""available"",""REP001"",""1.0"",""0"",""YES"",""2400.0"","""","""","""","""","""","""","""","""""
"melon-tuna,""Melón Tuna"","""",""Melón Tuna"","""",""0.0"",""0.0"",""0.0"",""1 unid."","""",""Frutas"",""https://images.jumpseller.com/store/veyi1/5208776/Melon-tuna.jpg?1588344213"",""NO"",""NO"",""available"",""MEL001"",""1.0"",""0"",""NO"",""1234.0"","""","""","""","""","""","""","""","""""
"coliflor,""Coliflor"","""",""Coliflor"","""",""0.0"",""0.0"",""0.0"",""1 unid."","""",""Verduras"",""https://images.jumpseller.com/store/veyi1/5349568/coliflor.jpg?1589399703"",""NO"",""NO"",""available"",""COL001"",""1.0"",""0"",""YES"",""1800.0"","""","""","""","""","""","""","""","""""
"mani-salado,""Maní Salado"","""",""Mani Salado"","""",""0.0"",""0.0"",""0.0"",""1/2 Kg."","""",""Frutos Secos"",""https://images.jumpseller.com/store/veyi1/5409719/mani-salado.jpg?1589560010"",""NO"",""NO"",""available"",""MAN004"",""0.5"",""0"",""YES"",""2500.0"","""","""","""","""","""","""","""","""""
"mani-confitado,""Maní Confitado"","""",""Maní Confitado"","""",""0.0"",""0.0"",""0.0"",""1/2 Kg."","""",""Frutos Secos"",""https://images.jumpseller.com/store/veyi1/5409729/mani-confitado.jpg?1589560279"",""NO"",""NO"",""available"",""MAN005"",""0.5"",""0"",""YES"",""2090.0"","""","""","""","""","""","""","""","""""
"alcachofa,""Alcachofa"","""",""Alcachofa"","""",""0.0"",""0.0"",""0.0"",""1 unid."","""",""Verduras"",""https://images.jumpseller.com/store/veyi1/5409735/alcachofa.jpg?1589928204"",""NO"",""NO"",""available"",""ALC001"",""1.0"",""0"",""YES"",""890.0"","""","""","""","""","""","""","""","""""
"aceitunas-negras,""Aceitunas Negras"","""",""Aceitunas Negras"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Alimentos"",""https://images.jumpseller.com/store/veyi1/5516608/aceitunas-negras.jpg?1590180348"",""NO"",""NO"",""disabled"",""ACE001"",""1.0"",""0"",""YES"",""3500.0"","""","""","""","""","""","""","""","""""
"pistachos-sin-sal,""Pistachos sin sal"","""",""Pistachos sin sal"","""",""0.0"",""0.0"",""0.0"",""1/2 Kg."","""",""Frutos Secos"",""https://images.jumpseller.com/store/veyi1/5516707/pistachos.jpg?1590180292"",""NO"",""NO"",""available"",""PIS001"",""0.5"",""0"",""YES"",""7500.0"","""","""","""","""","""","""","""","""""
"porotos-burros,""Porotos Burros"","""",""Porotos Burros"","""",""0.0"",""0.0"",""0.0"",""1 Kg."","""",""Alimentos"",""https://images.jumpseller.com/store/veyi1/5516729/porotos-burros.jpg?0"",""NO"",""NO"",""available"","""",""1.0"",""0"",""YES"",""2900.0"","""","""","""","""","""","""","""","""""
